,val_loss,loss
0,0.07433380105081491,0.06443058248675164
1,0.06739853164238556,0.04621452690616783
2,0.06068149229032787,0.04238568947970012
3,0.05146388141481318,0.041925929912859795
4,0.06002999040659194,0.03891913662401524
5,0.05375691194449487,0.04004983939616688
6,0.05268666148896439,0.03797649322241044
7,0.05148918607648729,0.038190615581332195
8,0.0468959603314086,0.036398856881691484
9,0.05222458202663657,0.036795062861225435
10,0.04516427547241077,0.03647993990816458
11,0.04135943354051738,0.0361823661893628
12,0.04449743401424027,0.035557109356732675
13,0.043491659006724366,0.0354787144020386
14,0.04287657418123844,0.03591588816578149
15,0.044202926599202615,0.03516571723527847
16,0.04451297549904331,0.035119919435911064
17,0.04239829335346608,0.03556880539944973
18,0.04136582164784862,0.03515558804979093
19,0.04268819584304166,0.03441235477397686
20,0.03847062169920258,0.03406768654943925
21,0.03834197561182636,0.03421550604588932
22,0.04159485476111204,0.03434792263726735
23,0.04129966543240631,0.034057284658050524
24,0.03791190424294771,0.034129839317971415
25,0.038090463694005684,0.03363445317740356
26,0.03805222314013753,0.03380927610598929
27,0.038321502367316594,0.03305380113812088
28,0.04132354387563562,0.03362660804505568
29,0.04289361132641874,0.03386848786045829
30,0.038320922040139364,0.03407140293683612
31,0.040297122815170096,0.033599820388742235
32,0.038044629535896914,0.033815737340188785
33,0.04247487203132257,0.03310300249786619
34,0.038991639413737615,0.03304031645121761
35,0.03911842457664037,0.03350447062456196
36,0.039223941125923895,0.03305579488762748
37,0.038527236609278454,0.03298370937622314
38,0.0402971395155646,0.03373909080330499
39,0.040880458616551735,0.03341700838322656
40,0.03674044328846076,0.03386085843516356
41,0.03722235047809392,0.033050907460325706
42,0.03869382560839099,0.03297773040534596
43,0.03747986903469917,0.033064138205286454
44,0.038135049226943336,0.03291229485574613
45,0.038028268927626535,0.03297522437423131
46,0.0412875336640196,0.03273712061558508
47,0.04026158387061357,0.032402917148505024
48,0.03688051954042055,0.03287771347053864
49,0.03825127885005421,0.0326320366913763
50,0.03852288200667451,0.032275094582512494
51,0.03701902722401676,0.03266910976984318
52,0.03486112220610159,0.032471210371703405
53,0.03625411858272635,0.032431562924022245
54,0.0362213196503364,0.032217219065584266
55,0.03706177424998061,0.03247141573690403
56,0.03675334196711685,0.032426787311354587
57,0.037006997063793644,0.0325461121042788
58,0.03653191158267129,0.032226804633841866
59,0.036737110087743496,0.03228344775332879
60,0.03502703486495681,0.03224801159461718
61,0.04076591455601805,0.032367641759523086
62,0.03866780872660575,0.032458129155577206
63,0.037227931708274375,0.03224183272995118
64,0.03540279671809792,0.03240299002186581
65,0.0357142962426619,0.032068147067395074
66,0.03729125061400077,0.032156453630945776
67,0.035626471454051,0.0321224104625693
68,0.03645646813695584,0.031881015063437414
69,0.03550461875452627,0.03216454336387762
70,0.035670067815031736,0.03230264493493653
71,0.034958493597555026,0.032043119424526464
72,0.03578488484816304,0.03189239451868694
73,0.037137765635638705,0.032035919761890054
74,0.03498398200169168,0.031838042240143694
75,0.03752672009724961,0.031966216692105025
76,0.04074664073764834,0.032060821402248994
77,0.03785211498377973,0.03190589663068757
78,0.03603522085652787,0.032117543668865864
79,0.03513948841820323,0.03194708308527128
80,0.03571473236330416,0.031925763118535254
81,0.03623700008838477,0.032075468593615125
82,0.03646335401263077,0.031832016625238706
83,0.03553171978290202,0.03191870106688698
84,0.03620658020637563,0.03187078339343975
85,0.0358722230265334,0.0318322728525302
86,0.0356105276891979,0.032169736424124525
87,0.035125010384727956,0.03179811497116032
88,0.03599547308528502,0.031870452671545896
89,0.03477667755504409,0.031625896148994186
90,0.03529974852861233,0.0317297076665174
91,0.03525772718174998,0.03180627881300591
92,0.0354402033077651,0.03147635012397115
93,0.035974631452869714,0.03161031589029369
94,0.035340170774741816,0.031724905654481994
95,0.035115103602362994,0.03165215342670337
96,0.03792516187698101,0.031805735158312004
97,0.03484196656618229,0.031578331071451145
98,0.03430319918133729,0.031479285970466044
99,0.03414252308016382,0.03151341957671123
